Sample	LeftGene	RightGene	LeftGene_Name	RigthGene_Name	FFPM
2260_PR41909a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.5098
2260_PR41909a	ENSG00000001084	ENSG00000153046	GCLC	CDYL	0.3244
2260_PR41909a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1043
2260_PR41909a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1622
2260_PR41909a	ENSG00000151893	ENSG00000203867	CACUL1	RBM20	0.159
2260_PR41909a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.1159
2260_PR41910a	ENSG00000166068	ENSG00000171262	SPRED1	FAM98B	3.66
2260_PR41910a	ENSG00000134318	ENSG00000073921	ROCK2	PICALM	0.4789
2260_PR41910a	ENSG00000114354	ENSG00000144820	TFG	GPR128	0.5815
2260_PR41910a	ENSG00000125386	ENSG00000063978	FAM193A	RNF4	0.3763
2260_PR41910a	ENSG00000172379	ENSG00000086666	ARNT2	ZFAND6	0.3763
2260_PR41910a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1026
2260_PR41910a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.171
2260_PR41910a	ENSG00000125386	ENSG00000159788	FAM193A	RGS12	0.171
2260_PR41910a	ENSG00000122545	ENSG00000080802	SEPT7	CNOT4	0.1368
2260_PR41910a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1026
2260_PR41910a	IGL	ENSG00000125851	IGL@-ext	PCSK2	0.1026
2260_PR41910a	ENSG00000181938	ENSG00000125107	GINS3	CNOT1	0.1026
2260_PR41910c	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.6625
2260_PR41910c	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.4417
2260_PR41910c	ENSG00000114354	ENSG00000144820	TFG	GPR128	0.5153
2260_PR41910c	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1472
2260_PR41910c	ENSG00000166068	ENSG00000171262	SPRED1	FAM98B	0.1104
2260_PR41910c	ENSG00000150076	ENSG00000216937	C10orf68	CCDC7	0.1104
2260_PR41910c	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.1104
2260_PR41911a	ENSG00000141564	ENSG00000164362	RPTOR	TERT	2.2834
2260_PR41911a	ENSG00000171302	ENSG00000215621	CANT1	AC174470.1	1.5614
2260_PR41911a	ENSG00000161791	ENSG00000258181	FMNL3	RP11-493L12.4	1.2592
2260_PR41911a	ENSG00000198265	ENSG00000204414	HELZ	CSHL1	1.0399
2260_PR41911a	ENSG00000120071	ENSG00000146555	KANSL1	SDK1	0.7556
2260_PR41911a	ENSG00000110880	ENSG00000067715	CORO1C	SYT1	0.6547
2260_PR41911a	ENSG00000170832	ENSG00000108510	USP32	MED13	0.3358
2260_PR41911a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2351
2260_PR41911a	ENSG00000087095	ENSG00000108924	NLK	HLF	0.2519
2260_PR41911a	ENSG00000167535	ENSG00000184613	CACNB3	NELL2	0.2499
2260_PR41911a	ENSG00000136261	ENSG00000141279	BZW2	NPEPPS	0.2015
2260_PR41911a	ENSG00000120802	ENSG00000255583	TMPO	RP11-415I12.2	0.1511
2260_PR41911a	ENSG00000198598	ENSG00000061936	MMP17	SFSWAP	0.1511
2260_PR41911a	ENSG00000108946	ENSG00000121057	PRKAR1A	AKAP1	0.2015
2260_PR41911a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1343
2260_PR41911a	ENSG00000091039	ENSG00000188596	OSBPL8	C12orf55	0.1889
2260_PR41911a	ENSG00000171681	ENSG00000243024	ATF7IP	RPS11P6	0.1175
2260_PR41911a	ENSG00000091039	ENSG00000188596	OSBPL8	C12orf55	0.1469
2260_PR41911a	ENSG00000135655	ENSG00000118596	USP15	SLC16A7	0.1175
2260_PR41911a	ENSG00000153179	ENSG00000135472	RASSF3	FAIM2	0.1175
2260_PR41911a	ENSG00000127334	ENSG00000111145	DYRK2	ELK3	0.1007
2260_PR41911a	ENSG00000198265	ENSG00000153930	HELZ	ANKFN1	0.1175
2260_PR41911a	ENSG00000108510	ENSG00000189050	MED13	RNFT1	0.1008
2260_PR41913a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.5419
2260_PR41913a	ENSG00000131778	ENSG00000131781	CHD1L	FMO5	0.5521
2260_PR41913a	ENSG00000105889	ENSG00000136237	STEAP1B	RAPGEF5	0.4245
2260_PR41913a	ENSG00000134480	ENSG00000164176	CCNH	EDIL3	0.3742
2260_PR41913a	ENSG00000134250	ENSG00000237299	NOTCH2	LA16c-60G3.6	0.2693
2260_PR41913a	ENSG00000131778	ENSG00000131781	CHD1L	FMO5	0.1446
2260_PR41913a	ENSG00000078295	ENSG00000247121	ADCY2	CTD-2260A17.2	0.2064
2260_PR41913a	IGL	ENSG00000105613	IGL@-ext	MAST1	0.1161
2260_PR41913a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.129
2260_PR41913a	ENSG00000203727	ENSG00000111961	SAMD5	SASH1	0.129
2260_PR41913a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1407
2260_PR41913a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1613
2260_PR41913a	ENSG00000169398	ENSG00000123908	PTK2	AGO2	0.1032
2260_PR41913a	ENSG00000153922	ENSG00000175471	CHD1	MCTP1	0.1032
2260_PR41915a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.6076
2260_PR41915a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.6356
2260_PR41915a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.4096
2260_PR41915a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2963
2260_PR41915a	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.2825
2260_PR41915a	ENSG00000164647	ENSG00000136237	STEAP1	RAPGEF5	0.106
2260_PR41915a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1554
2260_PR41915a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.2118
2260_PR41915a	ENSG00000072121	ENSG00000021645	ZFYVE26	NRXN3	0.3082
2260_PR41915a	ENSG00000072110	ENSG00000151338	ACTN1	MIPOL1	0.2259
2260_PR41915a	ENSG00000243993	ENSG00000163637	RP11-14D22.2	PRICKLE2	0.113
2260_PR41915c	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.5472
2260_PR41915c	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.3482
2260_PR41915c	ENSG00000164647	ENSG00000136237	STEAP1	RAPGEF5	0.1244
2260_PR41915c	ENSG00000243993	ENSG00000163637	RP11-14D22.2	PRICKLE2	0.1492
2260_PR41915c	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.1244
2260_PR41915c	ENSG00000072110	ENSG00000151338	ACTN1	MIPOL1	0.1244
2260_PR41915c	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1421
2260_PR41915c	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1492
2260_PR41916a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2978
2260_PR41916a	ENSG00000108953	ENSG00000109084	YWHAE	TMEM97	0.2729
2260_PR41916a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1985
2260_PR41916a	ENSG00000236740	ENSG00000146147	RP11-411K7.1	MLIP	0.2481
2260_PR41916a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1862
2260_PR41916a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.147
2260_PR41916a	ENSG00000206190	ENSG00000186297	ATP10A	GABRA5	0.1985
2260_PR41916a	ENSG00000243444	ENSG00000241978	PALM2	AKAP2	0.1116
2260_PR41917a	ENSG00000249001	ENSG00000152583	RP11-742B18.1	SPARCL1	0.7084
2260_PR41917a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.3297
2260_PR41917a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1912
2260_PR41917a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1099
2260_PR41917a	ENSG00000243993	ENSG00000163637	RP11-14D22.2	PRICKLE2	0.1343
2260_PR41919a	ENSG00000105379	ENSG00000124275	ETFB	MTRR	0.4989
2260_PR41919a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2794
2260_PR41919a	ENSG00000078295	ENSG00000165323	ADCY2	FAT3	0.1596
2260_PR41919a	ENSG00000197965	ENSG00000006740	MPZL1	ARHGAP44	0.1597
2260_PR41919a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1165
2260_PR41919a	ENSG00000117859	ENSG00000227070	OSBPL9	RP11-191G24.1	0.1297
2260_PR41919a	ENSG00000229715	ENSG00000073910	EEF1DP3	FRY	0.1297
2260_PR41920a	ENSG00000100030	ENSG00000152402	MAPK1	GUCY1A2	1.5414
2260_PR41920a	ENSG00000246523	ENSG00000152404	RP11-736K20.6	CWF19L2	0.6165
2260_PR41920a	ENSG00000137693	ENSG00000100368	YAP1	CSF2RB	0.5202
2260_PR41920a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.2312
2260_PR41920a	ENSG00000122786	ENSG00000146856	CALD1	AGBL3	0.3661
2260_PR41920a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.289
2260_PR41920a	ENSG00000100372	ENSG00000100139	SLC25A17	MICALL1	0.2312
2260_PR41920a	ENSG00000147536	ENSG00000129691	GINS4	ASH2L	0.1927
2260_PR41920a	ENSG00000137693	ENSG00000100368	YAP1	CSF2RB	0.1734
2260_PR41920a	IGL	ENSG00000125851	IGL@-ext	PCSK2	0.1734
2260_PR41920a	ENSG00000100345	ENSG00000149256	MYH9	TENM4	0.2119
2260_PR41920a	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.1734
2260_PR41920a	ENSG00000137478	ENSG00000254987	FCHSD2	RP11-563P16.1	0.2119
2260_PR41920a	ENSG00000203727	ENSG00000111961	SAMD5	SASH1	0.1542
2260_PR41920a	ENSG00000137513	ENSG00000150672	NARS2	DLG2	0.1484
2260_PR41920a	ENSG00000137478	ENSG00000152558	FCHSD2	TMEM123	0.1156
2260_PR41920a	ENSG00000138592	ENSG00000138600	USP8	SPPL2A	0.1082
2260_PR41920a	ENSG00000008083	ENSG00000184012	JARID2	TMPRSS2	0.1071
2260_PR41920a	ENSG00000160199	ENSG00000008083	PKNOX1	JARID2	0.1348
2260_PR41920a	ENSG00000149256	ENSG00000149311	TENM4	ATM	0.1541
2260_PR41920c	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	1.1198
2260_PR41920c	ENSG00000246523	ENSG00000152404	RP11-736K20.6	CWF19L2	0.8082
2260_PR41920c	ENSG00000137693	ENSG00000100368	YAP1	CSF2RB	0.7696
2260_PR41920c	ENSG00000122786	ENSG00000146856	CALD1	AGBL3	0.4815
2260_PR41920c	ENSG00000100030	ENSG00000152402	MAPK1	GUCY1A2	0.5159
2260_PR41920c	ENSG00000100372	ENSG00000100139	SLC25A17	MICALL1	0.3955
2260_PR41920c	ENSG00000137513	ENSG00000150672	NARS2	DLG2	0.3693
2260_PR41920c	ENSG00000137693	ENSG00000100368	YAP1	CSF2RB	0.3482
2260_PR41920c	ENSG00000137478	ENSG00000254987	FCHSD2	RP11-563P16.1	0.3095
2260_PR41920c	ENSG00000149256	ENSG00000149311	TENM4	ATM	0.3783
2260_PR41920c	ENSG00000185689	ENSG00000185658	C6orf201	BRWD1	0.2579
2260_PR41920c	ENSG00000100345	ENSG00000149256	MYH9	TENM4	0.3611
2260_PR41920c	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.2064
2260_PR41920c	IGL	ENSG00000125851	IGL@-ext	PCSK2	0.2064
2260_PR41920c	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2387
2260_PR41920c	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1118
2260_PR41920c	ENSG00000185658	ENSG00000185689	BRWD1	C6orf201	0.3001
2260_PR41920c	ENSG00000008083	ENSG00000160199	JARID2	PKNOX1	0.1548
2260_PR41920c	ENSG00000137478	ENSG00000152558	FCHSD2	TMEM123	0.1892
2260_PR41920c	ENSG00000147536	ENSG00000129691	GINS4	ASH2L	0.1376
2260_PR41920c	ENSG00000150672	ENSG00000168135	DLG2	KCNJ4	0.1892
2260_PR41920c	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.1204
2260_PR41920c	ENSG00000182359	ENSG00000100345	KBTBD3	MYH9	0.172
2260_PR41920c	ENSG00000204277	ENSG00000184381	RP11-219G17.4	PLA2G6	0.1032
2260_PR41920c	ENSG00000185658	ENSG00000185689	BRWD1	C6orf201	0.1127
2260_PR41920c	ENSG00000203727	ENSG00000111961	SAMD5	SASH1	0.1204
2260_PR41921a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	1.3146
2260_PR41921a	ENSG00000117519	ENSG00000172339	CNN3	ALG14	1.0471
2260_PR41921a	ENSG00000145555	ENSG00000073578	MYO10	SDHA	1.1914
2260_PR41921a	ENSG00000102858	ENSG00000205832	MGRN1	C16orf96	0.5809
2260_PR41921a	ENSG00000182095	ENSG00000113504	TNRC18	SLC12A7	0.6191
2260_PR41921a	ENSG00000086848	ENSG00000109846	ALG9	CRYAB	0.5083
2260_PR41921a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.3007
2260_PR41921a	ENSG00000112877	ENSG00000183666	CEP72	GUSBP1	0.2599
2260_PR41921a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1503
2260_PR41921a	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.1376
2260_PR41921a	ENSG00000143363	ENSG00000117036	PRUNE	ETV3	0.1146
2260_PR41921a	ENSG00000106049	ENSG00000136231	HIBADH	IGF2BP3	0.13
2260_PR41921a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1452
2260_PR41921a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1223
2260_PR41921a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.107
2260_PR41922c	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.9192
2260_PR41922c	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.4326
2260_PR41922c	ENSG00000237253	ENSG00000223380	RP11-666A1.5	SEC22B	0.1351
2260_PR41922c	ENSG00000150076	ENSG00000216937	C10orf68	CCDC7	0.193
2260_PR41922c	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.1802
2260_PR41922c	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1442
2260_PR41922d	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.5021
2260_PR41922d	ENSG00000141441	ENSG00000143507	GAREM	DUSP10	0.5643
2260_PR41922d	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2805
2260_PR41922d	ENSG00000141441	ENSG00000143507	GAREM	DUSP10	0.2459
2260_PR41922d	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.1922
2260_PR41922d	ENSG00000253379	ENSG00000104313	RP11-1102P16.1	EYA1	0.1049
2260_PR41922d	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.1236
